,PM2.5,utc_time,humidity,pressure,temperature,weather,wind_direction,wind_speed
0,82.55882352941177,2017-01-30 16:00:00,16.0,1024.6,-2.85,Sunny/clear,212.5,1.7
1,89.76470588235294,2017-01-30 17:00:00,18.5,1024.4,-3.45,Sunny/clear,215.0,1.4
2,94.02941176470588,2017-01-30 18:00:00,19.0,1024.1,-3.6500000000000004,Sunny/clear,187.0,1.05
3,92.55882352941177,2017-01-30 19:00:00,21.5,1023.55,-3.8,Sunny/clear,226.0,1.1
4,92.17647058823529,2017-01-30 20:00:00,24.0,1022.75,-4.1,Sunny/clear,203.5,0.9
5,93.3529411764706,2017-01-30 21:00:00,25.0,1022.3499999999999,-4.449999999999999,Sunny/clear,211.5,0.8
6,92.1470588235294,2017-01-30 22:00:00,27.5,1021.9,-4.7,Sunny/clear,204.5,0.75
7,97.55882352941177,2017-01-30 23:00:00,29.0,1022.0,-5.5,Haze,195.5,0.7
8,98.54545454545455,2017-01-31 00:00:00,31.5,1022.1500000000001,-6.2,Sunny/clear,197.5,0.6
9,101.96969696969697,2017-01-31 01:00:00,27.5,1022.1500000000001,-3.75,Haze,233.0,0.7
10,103.82352941176471,2017-01-31 02:00:00,20.0,1021.9,-1.1,Haze,194.0,1.2
11,99.67647058823529,2017-01-31 03:00:00,16.0,1021.9,0.6,Sunny/clear,193.0,1.55
12,86.58823529411765,2017-01-31 04:00:00,14.0,1020.8,2.0,Sunny/clear,148.5,1.45
13,80.0909090909091,2017-01-31 05:00:00,13.0,1019.6,3.25,Sunny/clear,170.5,1.4
14,74.24242424242425,2017-01-31 06:00:00,12.0,1018.8,4.0,Sunny/clear,235.0,1.65
15,65.8125,2017-01-31 07:00:00,11.0,1018.4,4.55,Sunny/clear,218.0,1.85
16,65.84375,2017-01-31 08:00:00,12.0,1018.8499999999999,4.5,Sunny/clear,213.0,2.2
17,65.3529411764706,2017-01-31 09:00:00,13.0,1019.55,3.3,Sunny/clear,217.0,1.85
18,68.16129032258064,2017-01-31 10:00:00,17.0,1020.25,1.05,Sunny/clear,230.0,1.6
19,82.0,2017-01-31 11:00:00,20.0,1021.25,-0.55,Sunny/clear,251.0,1.5499999999999998
20,85.48387096774194,2017-01-31 12:00:00,23.0,1022.1,-2.2,Sunny/clear,217.0,1.2999999999999998
21,80.90322580645162,2017-01-31 13:00:00,21.5,1023.05,-1.4,Sunny/clear,86.5,1.65
22,52.096774193548384,2017-01-31 14:00:00,20.5,1024.0,-1.7000000000000002,Sunny/clear,81.5,2.1
23,35.41935483870968,2017-01-31 15:00:00,19.0,1025.15,-0.7,Sunny/clear,45.5,1.95
24,24.838709677419356,2017-01-31 16:00:00,20.5,1026.15,-1.0,Sunny/clear,119.5,1.95
25,20.774193548387096,2017-01-31 17:00:00,22.0,1026.6999999999998,-1.7,Sunny/clear,67.0,1.95
26,16.548387096774192,2017-01-31 18:00:00,23.0,1027.5,-2.5,Sunny/clear,120.5,2.3
27,12.548387096774194,2017-01-31 19:00:00,23.5,1028.05,-3.25,Sunny/clear,60.0,2.25
28,9.548387096774194,2017-01-31 20:00:00,24.5,1028.75,-3.85,Sunny/clear,59.5,2.1
29,8.67741935483871,2017-01-31 21:00:00,25.0,1029.7,-3.95,Sunny/clear,50.5,2.1500000000000004
30,9.548387096774194,2017-01-31 22:00:00,25.0,1030.45,-4.2,Sunny/clear,46.5,2.05
31,7.741935483870968,2017-01-31 23:00:00,26.0,1031.0,-4.7,Sunny/clear,59.5,2.55
32,10.064516129032258,2017-02-01 00:00:00,24.0,1031.9499999999998,-4.5,Sunny/clear,57.5,2.6
33,13.838709677419354,2017-02-01 01:00:00,20.0,1032.45,-2.9,Sunny/clear,48.5,3.3
34,9.303030303030303,2017-02-01 02:00:00,16.5,1032.45,-1.05,Sunny/clear,48.5,3.6500000000000004
35,9.117647058823529,2017-02-01 03:00:00,14.0,1032.3000000000002,0.3,Sunny/clear,52.0,3.1500000000000004
36,10.0,2017-02-01 04:00:00,13.0,1031.5,1.6,Sunny/clear,51.5,2.4
37,11.264705882352942,2017-02-01 05:00:00,11.5,1030.6999999999998,2.5,Sunny/clear,141.0,2.2
38,11.588235294117647,2017-02-01 06:00:00,11.0,1029.75,3.4000000000000004,Sunny/clear,213.5,2.3
39,13.303030303030303,2017-02-01 07:00:00,10.5,1029.35,3.8,Sunny/clear,201.0,2.2
40,17.941176470588236,2017-02-01 08:00:00,11.0,1029.0,3.95,Sunny/clear,218.5,2.3499999999999996
41,28.029411764705884,2017-02-01 09:00:00,12.5,1028.9,2.8,Sunny/clear,220.0,2.1500000000000004
42,42.34375,2017-02-01 10:00:00,16.5,1028.85,0.45,Sunny/clear,225.5,1.7
43,61.333333333333336,2017-02-01 11:00:00,20.5,1028.8000000000002,-1.1,Sunny/clear,208.0,1.4
44,100.66666666666667,2017-02-01 12:00:00,24.5,1028.35,-2.7,Sunny/clear,218.0,1.2
45,123.6969696969697,2017-02-01 13:00:00,28.0,1028.1,-4.5,Sunny/clear,216.0,1.1
46,120.48484848484848,2017-02-01 14:00:00,33.0,1027.85,-5.449999999999999,Sunny/clear,221.0,1.05
47,123.33333333333333,2017-02-01 15:00:00,37.5,1027.75,-6.800000000000001,Sunny/clear,215.5,0.9
48,116.51515151515152,2017-02-01 16:00:00,39.5,1027.65,-7.7,Sunny/clear,176.5,0.6499999999999999
49,110.72727272727273,2017-02-01 17:00:00,42.0,1027.45,-8.0,Sunny/clear,192.0,0.95
50,107.03030303030303,2017-02-01 18:00:00,44.0,1027.2,-8.7,Sunny/clear,234.5,0.9
51,105.39393939393939,2017-02-01 19:00:00,44.0,1026.65,-8.95,Sunny/clear,235.0,0.9
52,97.25,2017-02-01 20:00:00,48.0,1026.4,-9.649999999999999,Sunny/clear,185.0,0.95
53,84.21212121212122,2017-02-01 21:00:00,49.0,1025.95,-9.899999999999999,Sunny/clear,158.5,0.8500000000000001
54,74.0,2017-02-01 22:00:00,48.0,1025.5,-9.55,Sunny/clear,122.0,0.95
55,67.0,2017-02-01 23:00:00,48.0,1025.35,-9.6,Sunny/clear,215.0,0.9
56,66.21875,2017-02-02 00:00:00,47.5,1025.6999999999998,-9.649999999999999,Sunny/clear,194.0,1.05
57,67.93939393939394,2017-02-02 01:00:00,37.0,1025.65,-5.449999999999999,Sunny/clear,98.0,1.0
58,70.5625,2017-02-02 02:00:00,26.0,1025.45,-2.35,Sunny/clear,88.0,1.15
59,68.0,2017-02-02 03:00:00,21.0,1024.85,0.25,Sunny/clear,86.5,1.25
60,65.6470588235294,2017-02-02 04:00:00,17.0,1023.5,2.3,Sunny/clear,90.5,1.4
61,66.6470588235294,2017-02-02 05:00:00,14.0,1022.1500000000001,3.8499999999999996,Sunny/clear,156.5,1.45
62,69.08823529411765,2017-02-02 06:00:00,13.0,1020.95,4.85,Sunny/clear,210.0,1.65
63,75.73529411764706,2017-02-02 07:00:00,13.5,1020.1500000000001,5.45,Sunny/clear,217.5,1.7
64,83.82352941176471,2017-02-02 08:00:00,13.0,1019.7,5.300000000000001,Sunny/clear,192.5,1.5499999999999998
65,90.91176470588235,2017-02-02 09:00:00,16.0,1019.7,4.2,Sunny/clear,223.0,1.25
66,102.55882352941177,2017-02-02 10:00:00,22.0,1019.75,1.8,Sunny/clear,215.0,1.15
67,120.47058823529412,2017-02-02 11:00:00,25.5,1020.05,0.0,Sunny/clear,212.5,0.95
